date,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome,ad_id,ad_title,ad_valence,ad_sponsor,target_candidate,attacking_candidate,estimate_type,attack,general,pro_clinton,pro_sanders,pro_cruz,pro_kasich,pro_trump,anti_clinton,anti_trump,date_numeric,attack_d,general_d,pro_clinton_d,pro_sanders_d,pro_trump_d,pro_cruz_d,pro_kasich_d,anti_clinton_d,anti_trump_d,pac,pac_d,date_d,attack_general_d,attack_date_d,date_group
2016-05-16,ad_id_fac30,0.26739749575308136,0.139962348564525,1.910495919049305,0.05656134555214411,-0.007496316626621369,0.542291308132784,581,favorHC_rev,30,Love/Kindness,Pro Clinton,clinton,TRUE,FALSE,target_candidate,0,0,1,0,0,0,0,0,0,46.3709787816564,-0.6271186440677966,-0.4971751412429379,0.847457627118644,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,0,-0.2711864406779661,-0.11413898846468129,0.1885473522934023,0.024424366085495364,9
2016-05-30,ad_id_fac30,-0.18059004582650195,0.1717618783198999,-1.0513977117213398,0.2935013539051319,-0.5179210257593292,0.15674093410632522,597,favorHC_rev,30,Love/Kindness,Pro Clinton,clinton,TRUE,FALSE,target_candidate,0,0,1,0,0,0,0,0,0,46.40930869267625,-0.6271186440677966,-0.4971751412429379,0.847457627118644,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,0,-0.2711864406779661,-0.07580907744483056,0.1885473522934023,3.8696425948728935e-4,11
2016-06-20,ad_id_fac42,0.16188381273034702,0.08770769239200454,1.845719666261615,0.06508272820831469,-0.010125679575763463,0.33389330503645753,1972,favorHC_rev,42,Moments,Pro Clinton,clinton,TRUE,FALSE,target_candidate,0,1,1,0,0,0,0,0,0,46.46680355920602,-0.6271186440677966,0.5028248587570621,0.847457627118644,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,0,-0.2711864406779661,-0.018314210915058027,-0.4385712917743943,-0.035669138479522605,13
2016-07-04,ad_id_fac45,0.16036985872121434,0.11036921031358583,-1.4530307706792907,0.14637439440425318,0.3768224551795585,-0.056082737737129795,1971,favorHC_rev,45,Stop Clinton,Anti Clinton,nra political victory fund,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,1,0,46.50513347022587,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,0.8418079096045198,-0.4689265536723164,1,0.728813559322034,0.0200157001047927,0.06425356698266779,-0.03969084020073799,14
2016-07-18,ad_id_fac48,-0.029310981248526047,0.09397061047461859,0.31191647154876073,0.7551370623421563,0.15498143133366427,-0.21360339383071636,1967,favorHC_rev,48,Same Old,Anti Clinton,rebuilding america now,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,1,0,46.54346338124572,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,0.8418079096045198,-0.4689265536723164,1,0.728813559322034,0.058345611124643426,0.06425356698266779,-0.025398331006895345,15
2016-08-01,ad_id_fac51,-0.030886312056058962,0.09751439672263414,0.3167359189424172,0.751477314354437,0.16035506153284287,-0.2221276856449608,1984,favorHC_rev,51,Outsource,Anti Clinton,rebuilding america now,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,1,0,46.58179329226557,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,0.8418079096045198,-0.4689265536723164,1,0.728813559322034,0.09667552214449415,0.06425356698266779,-0.011105821813052703,16
2016-08-22,ad_id_fac56,0.02957848060249002,0.1348201775913657,0.21939209049361405,0.8263902236690266,-0.23499029933122723,0.29414726053620727,982,favorHC_rev,56,Depend,Pro Clinton,clinton,TRUE,FALSE,target_candidate,0,1,1,0,0,0,0,0,0,46.639288158795345,-0.6271186440677966,0.5028248587570621,0.847457627118644,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,0,-0.2711864406779661,0.1541703886742667,-0.4385712917743943,-0.14383744669655674,18
2016-08-22,ad_id_fac57,0.049198380652125895,0.14442429587996172,-0.3406516912709558,0.7334386723656007,0.33261411586619044,-0.23421735456193865,982,favorHC_rev,57,2 Americas: Immigration,Anti Clinton,trump,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,1,0,46.639288158795345,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,0.8418079096045198,-0.4689265536723164,0,-0.2711864406779661,0.1541703886742667,0.06425356698266779,0.010332941977709939,18
2016-08-29,ad_id_fac58,0.12748928412524507,0.13967281188932104,-0.9127709423239049,0.3615872834237609,0.40158113428951586,-0.14660256603902572,981,favorHC_rev,58,2 Americas: Economy,Anti Clinton,trump,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,1,0,46.65845311430527,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,0.8418079096045198,-0.4689265536723164,0,-0.2711864406779661,0.1733353441841885,0.06425356698266779,0.01747919657462993,19
2016-09-12,ad_id_fac61,-0.14213735240725311,0.14226488932904288,0.9991035249639509,0.31799016602299907,0.13704010059204585,-0.4213148054065521,984,favorHC_rev,61,Deplorables,Anti Clinton,trump,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,1,0,46.69678302532512,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,0.8418079096045198,-0.4689265536723164,0,-0.2711864406779661,0.21166525520403923,0.06425356698266779,0.031771705768472575,21
2016-09-26,ad_id_fac64,0.04683612609512533,0.15723192086307003,-0.29787924638988494,0.7658787138881852,0.3555085263043586,-0.2618362741141079,742,favorHC_rev,64,Defenseless,Anti Clinton,nra political victory fund,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,1,0,46.73511293634497,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,0.8418079096045198,-0.4689265536723164,1,0.728813559322034,0.24999516622388995,0.06425356698266779,0.04606421496231522,23
