pid_3_pre,battleground,date,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome,ad_id,ad_title,ad_valence,ad_sponsor,target_candidate,attacking_candidate,estimate_type,attack,general,pro_clinton,pro_sanders,pro_cruz,pro_kasich,pro_trump,anti_clinton,anti_trump,date_numeric,attack_d,general_d,pro_clinton_d,pro_trump_d,anti_clinton_d,anti_trump_d,pac,pac_d,date_d,attack_general_d,attack_date_d,pro_democrat,pro_republican,democrat,republican,independent,pro_democrat_d,pro_republican_d,democrat_d,republican_d,independent_d,battleground_d,ad_match
Independent,1,2016-06-20,ad_id_fac33,-0.04692465263901973,0.1403706534540851,0.3342910464855012,0.738929156320076,0.23190440653298766,-0.32575371181102714,91,general_vote_DT,33,Speak,Anti Trump,priorities usa,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,547.483870967742,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,1,0.8235294117647058,-2.5768500948765904,0,-0.33402165420247143,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-07-04,ad_id_fac44,0.04410406686242722,0.17672723199432208,-0.24956010663848455,0.8033972483879984,0.39437169522629073,-0.30616356150143625,109,general_vote_DT,44,Tested,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,547.9354838709677,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,-2.1252371916508537,0,-0.2808907244112082,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-07-18,ad_id_fac47,0.20289852968355865,0.18454129509726702,-1.0994749417826293,0.27405179326898327,0.5687695960260595,-0.16297253665894212,106,general_vote_DT,47,Role Model,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,548.3870967741935,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,-1.6736242884250032,0,-0.22775979461993173,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-08-01,ad_id_fac50,0.048850387920447616,0.1466091652076596,-0.33320146016284274,0.7396729125955152,0.3396835342603223,-0.24198275841942707,101,general_vote_DT,50,Someplace,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,548.8387096774194,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,-1.2220113851991528,0,-0.1746288648286552,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-08-15,ad_id_fac47,-0.11323238059047872,0.14563659961125824,0.7774994808497674,0.438646298625633,0.17560346558525772,-0.4020682267662151,103,general_vote_DT,47,Role Model,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,549.2903225806451,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,-0.770398481973416,0,-0.12149793503739204,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-08-15,ad_id_fac54,-0.27338082087787874,0.1413404591230244,1.934200741770089,0.055832413872168266,0.006934643906633953,-0.5536962856623915,103,general_vote_DT,54,Unfit,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,549.2903225806451,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,-0.770398481973416,0,-0.12149793503739204,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-08-29,ad_id_fac59,-0.308349222880282,0.1893865547634414,1.6281473796565666,0.11047590896894789,0.07309487887723337,-0.6897933246377974,45,general_vote_DT,59,Everything,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,549.741935483871,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,-0.3187855787475655,0,-0.0683670052461155,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-09-05,ad_id_fac60,-0.12126764099133619,0.21046794898223367,0.5761810364844331,0.5666843900638802,0.2998777521578306,-0.5424130341405029,59,general_vote_DT,60,Sacrifice,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,549.9677419354839,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,-0.0929791271346403,0,-0.04180154035047722,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-09-05,ad_id_fac99,-0.10059678409960865,0.1912687344930408,0.5259447361652764,0.6008980237225281,0.2821310695937579,-0.4833246377929752,59,general_vote_DT,99,Sacrifice,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,549.9677419354839,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,-0.0929791271346403,0,-0.04180154035047722,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-09-12,ad_id_fac62,-0.004743024153380313,0.2396865739971732,0.019788443191800353,0.9842893543548302,0.4764478517659503,-0.48593390007271087,51,general_vote_DT,62,Agree,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,550.1935483870968,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,0.13282732447828494,0,-0.015236075454838953,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-09-19,ad_id_fac74,0.2012009971342039,0.1420869834531159,1.4160410211016528,0.1628421967754277,-0.08405052481940631,0.48645251908781406,51,general_vote_DT,74,Movement,Pro Trump,trump,TRUE,FALSE,target_candidate,0,1,0,0,0,0,1,0,0,550.4193548387096,-0.8823529411764706,0,-0.058823529411764705,0.9411764705882353,-0.3235294117647059,-0.5588235294117647,0,-0.17647058823529413,0.3586337760910965,-0,-0.3473043866503105,0,1,0,0,1,-0.6176470588235294,0.6176470588235294,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Republican ad"
Independent,1,2016-09-19,ad_id_fac75,-0.26900994397215927,0.14616228043574786,1.8404881421538477,0.07151827885784548,0.02442307806299998,-0.5624429660073185,51,general_vote_DT,75,Families,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,550.4193548387096,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,0.3586337760910965,0,0.011329389440785938,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-09-26,ad_id_fac63,0.35189724369311254,0.2503843209733858,-1.4054284322799784,0.1689661966330788,0.8607394052105211,-0.15694491782429593,34,general_vote_DT,63,Mirrors,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,550.6451612903226,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,0.5844402277040217,0,0.03789485433642421,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-10-03,ad_id_fac66,-0.07784446369359507,0.17039967083740332,0.4568345895918711,0.6518978923793277,0.2738431718496106,-0.4295320992368008,24,general_vote_DT,66,Arrogant,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,550.8709677419355,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,0.8102466793169469,0,0.06446031923206247,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-10-10,ad_id_fac8,0.33240872131291965,0.2276299439380117,-1.4603031374617452,0.15201724701517585,0.7924659991028318,-0.12764855647699241,40,general_vote_DT,8,Quotes,Anti Trump,our principles pac,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,551.0967741935484,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,1,0.8235294117647058,1.0360531309298722,0,0.09102578412770074,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-10-10,ad_id_fac63,0.14933890146268702,0.23363240190159443,-0.6392045805597989,0.5263336741144871,0.621527599324144,-0.32284979639877004,40,general_vote_DT,63,Mirrors,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,551.0967741935484,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,1.0360531309298722,0,0.09102578412770074,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-10-17,ad_id_fac68,-0.008741498468542469,0.245536339900988,0.03560164850574648,0.9718022709766347,0.4897237718380242,-0.5072067687751091,35,general_vote_DT,68,America's Bullies,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,551.3225806451613,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,1.2618595825427974,0,0.117591249023339,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-10-24,ad_id_fac70,-0.08940808048187235,0.20007600793452335,0.4468705738627689,0.6573202202333668,0.31465361474425124,-0.493469775707996,41,general_vote_DT,70,Captain Khan,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,551.5483870967741,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,1.487666034155609,0,0.1441567139189639,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-10-31,ad_id_fac71,0.07129196599629167,0.22096704188162744,-0.32263619673418514,0.7488371840625688,0.5194338980508163,-0.37684996605823295,36,general_vote_DT,71,Example,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,551.7741935483871,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,1.7134724857685342,0,0.17072217881460217,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Independent,1,2016-10-31,ad_id_fac72,0.08686532852078274,0.20190367247515628,0.4302315428733536,0.6695919024853823,-0.3226142984020035,0.49634495544356894,36,general_vote_DT,72,Consumer Benefit,Pro Trump,trump,TRUE,FALSE,target_candidate,0,1,0,0,0,0,1,0,0,551.7741935483871,-0.8823529411764706,0,-0.058823529411764705,0.9411764705882353,-0.3235294117647059,-0.5588235294117647,0,-0.17647058823529413,1.7134724857685342,-0,-1.5427503069539321,0,1,0,0,1,-0.6176470588235294,0.6176470588235294,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Republican ad"
Independent,1,2016-11-07,ad_id_fac77,-0.1319815974091629,0.24359739473147013,0.5418021713846857,0.5912028825313411,0.36159360780926864,-0.6255568026275944,37,general_vote_DT,77,Daughters,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,552,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,0,-0.17647058823529413,1.9392789373814594,0,0.19728764371024043,1,0,0,0,1,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.5,"Independent respondents, pro-Democratic ad"
Republican,0,2016-06-20,ad_id_fac33,-0.046152969248859824,0.05070066801690792,0.91030298128357,0.3631600129680609,0.053491985482592055,-0.14579792398031172,441,general_vote_DT,33,Speak,Anti Trump,priorities usa,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,547.483870967742,0.11764705882352944,0,-0.058823529411764705,-0.058823529411764705,-0.3235294117647059,0.4411764705882353,1,0.8235294117647058,-2.5768500948765904,0,-0.33402165420247143,1,0,0,1,0,0.38235294117647056,-0.38235294117647056,-0.3333333333333333,0.6666666666666667,-0.3333333333333333,-0.5,"Republican respondents, pro-Democratic ad"
