pid_3_pre,battleground,date,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome,ad_id,ad_title,ad_valence,ad_sponsor,target_candidate,attacking_candidate,estimate_type,attack,general,pro_clinton,pro_sanders,pro_cruz,pro_kasich,pro_trump,anti_clinton,anti_trump,date_numeric,attack_d,general_d,pro_clinton_d,pro_sanders_d,pro_trump_d,pro_cruz_d,pro_kasich_d,anti_clinton_d,anti_trump_d,pac,pac_d,date_d,attack_general_d,attack_date_d,pro_democrat,pro_republican,democrat,republican,independent,pro_democrat_d,pro_republican_d,democrat_d,republican_d,independent_d,battleground_d,ad_match,date_group
Democrat,0,2016-10-03,ad_id_fac66,0.08606248027221385,0.2898476853409767,-0.296923124195282,0.7668053481183619,0.65729591948203,-0.4851709589376023,220,favorDT_rev,66,Arrogant,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,550.8709677419355,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,0,-0.2711864406779661,3.1713140149444143,0.06425356698266779,0.6269394840810146,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,-0.5,"Democratic respondents, pro-Democratic ad",24
Democrat,0,2016-10-10,ad_id_fac8,-0.17941977146113877,0.19638455935313393,0.9136144514218683,0.36166053460191816,0.20706180598409638,-0.5659013489063739,297,favorDT_rev,8,Quotes,Anti Trump,our principles pac,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,551.0967741935484,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,1,0.728813559322034,3.3971204665573396,0.06425356698266779,0.7111384999366818,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,-0.5,"Democratic respondents, pro-Democratic ad",25
Democrat,0,2016-10-10,ad_id_fac63,0.07078727996581752,0.1253201923230046,-0.5648513511962058,0.5726012566086779,0.3174153538544694,-0.1758407939228344,297,favorDT_rev,63,Mirrors,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,551.0967741935484,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,0,-0.2711864406779661,3.3971204665573396,0.06425356698266779,0.7111384999366818,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,-0.5,"Democratic respondents, pro-Democratic ad",25
Democrat,0,2016-10-17,ad_id_fac68,0.109604824753024,0.15315887910105233,-0.715628276965308,0.47499377838878776,0.4114821198650275,-0.1922724703589795,216,favorDT_rev,68,America's Bullies,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,551.3225806451613,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,0,-0.2711864406779661,3.622926918170265,0.06425356698266779,0.7953375157923489,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,-0.5,"Democratic respondents, pro-Democratic ad",26
Democrat,0,2016-10-24,ad_id_fac70,-0.17512202221134118,0.29187653203416175,0.5999866484327168,0.5492081611830263,0.4004997182489902,-0.7507437626716726,196,favorDT_rev,70,Captain Khan,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,551.5483870967741,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,0,-0.2711864406779661,3.8487333697830763,0.06425356698266779,0.8795365316479734,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,-0.5,"Democratic respondents, pro-Democratic ad",27
Democrat,0,2016-10-31,ad_id_fac71,0.15915750829843994,0.22799616830174527,-0.6980709784903066,0.48585041856208266,0.6084276612065522,-0.2901126446096723,226,favorDT_rev,71,Example,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,551.7741935483871,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,0,-0.2711864406779661,4.074539821396002,0.06425356698266779,0.9637355475036405,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,-0.5,"Democratic respondents, pro-Democratic ad",28
Democrat,0,2016-10-31,ad_id_fac72,-0.2691279923456517,0.23897186318378238,-1.1261911287802013,0.26127906817498264,-0.7400259302935526,0.2017699456022491,226,favorDT_rev,72,Consumer Benefit,Pro Trump,trump,TRUE,FALSE,target_candidate,0,1,0,0,0,0,1,0,0,551.7741935483871,-0.6271186440677966,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,0.943502824858757,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,0,-0.2711864406779661,4.074539821396002,-0.4385712917743943,-3.110804273892361,0,1,1,0,0,-0.7005649717514124,0.7005649717514124,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,-0.5,"Democratic respondents, pro-Republican ad",28
Democrat,0,2016-11-07,ad_id_fac77,-0.014349005607685303,0.15900912908909093,0.09024013709078128,0.9281862492164469,0.29919100004145516,-0.3278890112568258,201,favorDT_rev,77,Daughters,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,1,0,0,0,0,0,0,1,552,0.3728813559322034,0.5028248587570621,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,0,-0.2711864406779661,4.300346273008927,0.06425356698266779,1.0479345633593073,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,-0.5,"Democratic respondents, pro-Democratic ad",29
Democrat,1,2016-03-14,ad_id_fac4,-0.466602544066285,0.4010617558621096,1.1634181949442948,0.24675862658916384,0.326737250744608,-1.259942338877178,132,favorDT_rev,4,Scam,Anti Trump,our principles pac,TRUE,FALSE,target_candidate,1,0,0,0,0,0,0,0,1,544.3225806451613,0.3728813559322034,-0.4971751412429379,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,1,0.728813559322034,-3.377073081829735,-0.3086277889495356,-1.814831975733075,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,0.5,"Democratic respondents, pro-Democratic ad",1
Democrat,1,2016-03-14,ad_id_fac5,0.20169683074384007,0.2866638442269137,-0.703600523071837,0.48292084054465534,0.7687462490306142,-0.3653525875429341,132,favorDT_rev,5,Man of People,Anti Trump,american future fund,TRUE,FALSE,target_candidate,1,0,0,0,0,0,0,0,1,544.3225806451613,0.3728813559322034,-0.4971751412429379,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,1,0.728813559322034,-3.377073081829735,-0.3086277889495356,-1.814831975733075,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,0.5,"Democratic respondents, pro-Democratic ad",1
Democrat,1,2016-03-14,ad_id_fac6,-0.3735268512545636,0.4065115946993192,0.9188590340967934,0.35984530824356387,0.43059326344888676,-1.177646965958014,132,favorDT_rev,6,Plain Wrong,Anti Trump,cruz,TRUE,FALSE,target_candidate,1,0,0,0,0,0,0,0,1,544.3225806451613,0.3728813559322034,-0.4971751412429379,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,0,-0.2711864406779661,-3.377073081829735,-0.3086277889495356,-1.814831975733075,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,0.5,"Democratic respondents, pro-Democratic ad",1
Democrat,1,2016-03-21,ad_id_fac8,0.12327859827402954,0.17097139765954036,-0.7210480815014293,0.4726142176075929,0.46260949535413637,-0.2160522988060773,97,favorDT_rev,8,Quotes,Anti Trump,our principles pac,TRUE,FALSE,target_candidate,1,0,0,0,0,0,0,0,1,544.5483870967741,0.3728813559322034,-0.4971751412429379,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,1,0.728813559322034,-3.1512666302169237,-0.3086277889495356,-1.7306329598774504,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,0.5,"Democratic respondents, pro-Democratic ad",2
Democrat,1,2016-04-05,ad_id_fac8,0.5238093219006036,0.4345861703486454,-1.2053060075068178,0.2309296407754238,1.3860159062165405,-0.3383972624153333,100,favorDT_rev,8,Quotes,Anti Trump,our principles pac,TRUE,FALSE,target_candidate,1,0,0,0,0,0,0,0,1,545.0322580645161,0.3728813559322034,-0.4971751412429379,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,1,0.728813559322034,-2.6673956624749735,-0.3086277889495356,-1.5502064973296044,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,0.5,"Democratic respondents, pro-Democratic ad",4
Democrat,1,2016-04-25,ad_id_fac24,0.3631408717003852,0.5733030458235252,0.6334187029806356,0.5281412085298265,-0.7765478636332168,1.5028296070339873,86,favorDT_rev,24,Broken,Pro Trump,trump,TRUE,FALSE,target_candidate,0,0,0,0,0,0,1,0,0,545.6774193548387,-0.6271186440677966,-0.4971751412429379,-0.15254237288135594,-0.07909604519774012,0.943502824858757,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,-0.4689265536723164,0,-0.2711864406779661,-2.022234372152411,0.1885473522934023,0.7125964915532538,0,1,1,0,0,-0.7005649717514124,0.7005649717514124,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,0.5,"Democratic respondents, pro-Republican ad",7
Democrat,1,2016-05-09,ad_id_fac26,-1.320678707020402,0.5179327793337051,2.549903693524457,0.012660208843368503,-0.29015493951010707,-2.351202474530697,81,favorDT_rev,26,Unifier,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,0,0,0,0,0,0,0,1,546.1290322580645,0.3728813559322034,-0.4971751412429379,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,0,-0.2711864406779661,-1.5706214689265607,-0.3086277889495356,-1.1412398488878235,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,0.5,"Democratic respondents, pro-Democratic ad",8
Democrat,1,2016-05-09,ad_id_fac27,-0.9797446101376623,0.524953592493683,1.86634518583555,0.06561217730625893,0.064748373296587,-2.024237593571912,81,favorDT_rev,27,Harrassment,Anti Trump,clinton,TRUE,FALSE,target_candidate,1,0,0,0,0,0,0,0,1,546.1290322580645,0.3728813559322034,-0.4971751412429379,-0.15254237288135594,-0.07909604519774012,-0.05649717514124294,-0.05649717514124294,-0.02824858757062147,-0.15819209039548024,0.5310734463276836,0,-0.2711864406779661,-1.5706214689265607,-0.3086277889495356,-1.1412398488878235,1,0,1,0,0,0.2994350282485876,-0.2994350282485876,0.6666666666666667,-0.3333333333333333,-0.3333333333333333,0.5,"Democratic respondents, pro-Democratic ad",8
