subject_id,gender_sr,age_sr,party,party_dem,party_rep,ideo,ideo_lib,ideo_con,peoria_treat,imm_treat,ubi_treat,peoria_targeting,imm_targeting,ubi_targeting,target_dummy,treat_dummy,persuade,peoria_cond
2936,1,49,3,NA,NA,4,NA,NA,single_best,control,targeting,NA,NA,cov_profile_2,0,NA,4,video
2937,1,21,2,NA,1,2,NA,1,targeting,targeting,single_best,cov_profile_1,cov_profile_2,NA,1,1,4,video
2937,1,21,2,NA,1,2,NA,1,targeting,targeting,single_best,cov_profile_1,cov_profile_2,NA,0,NA,5,video
2937,1,21,2,NA,1,2,NA,1,targeting,targeting,single_best,cov_profile_1,cov_profile_2,NA,1,NA,6,video
2938,2,49,1,1,NA,1,1,NA,targeting,control,control,cov_profile_1,NA,NA,1,0,2,control
2938,2,49,1,1,NA,1,1,NA,targeting,control,control,cov_profile_1,NA,NA,0,NA,2,control
2938,2,49,1,1,NA,1,1,NA,targeting,control,control,cov_profile_1,NA,NA,0,NA,6,control
2939,2,26,1,1,NA,3,NA,NA,targeting,naive,single_best,cov_profile_3,NA,NA,1,1,4,video
2939,2,26,1,1,NA,3,NA,NA,targeting,naive,single_best,cov_profile_3,NA,NA,0,NA,2,video
2939,2,26,1,1,NA,3,NA,NA,targeting,naive,single_best,cov_profile_3,NA,NA,0,NA,3,video
2940,1,61,3,NA,NA,2,NA,1,single_best,control,control,NA,NA,NA,0,0,2,control
2940,1,61,3,NA,NA,2,NA,1,single_best,control,control,NA,NA,NA,0,NA,1,control
2940,1,61,3,NA,NA,2,NA,1,single_best,control,control,NA,NA,NA,0,NA,1,control
2941,1,45,1,1,NA,1,1,NA,naive,single_best,single_best,NA,NA,NA,0,1,4,video
2941,1,45,1,1,NA,1,1,NA,naive,single_best,single_best,NA,NA,NA,0,NA,2,video
2941,1,45,1,1,NA,1,1,NA,naive,single_best,single_best,NA,NA,NA,0,NA,6,video
2942,1,59,3,NA,NA,2,NA,1,naive,single_best,targeting,NA,NA,cov_profile_3,0,1,2,video
2942,1,59,3,NA,NA,2,NA,1,naive,single_best,targeting,NA,NA,cov_profile_3,1,NA,7,video
2942,1,59,3,NA,NA,2,NA,1,naive,single_best,targeting,NA,NA,cov_profile_3,0,NA,2,video
2943,1,64,3,NA,NA,3,NA,NA,single_best,control,control,NA,NA,NA,0,0,4,control
2943,1,64,3,NA,NA,3,NA,NA,single_best,control,control,NA,NA,NA,0,NA,7,control
2943,1,64,3,NA,NA,3,NA,NA,single_best,control,control,NA,NA,NA,0,NA,1,control
2944,1,59,3,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2944,1,59,3,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2944,1,59,3,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2945,2,19,3,NA,NA,3,NA,NA,NA,control,NA,NA,NA,NA,NA,NA,NA,NA
2945,2,19,3,NA,NA,3,NA,NA,NA,control,NA,NA,NA,NA,NA,NA,NA,NA
2945,2,19,3,NA,NA,3,NA,NA,NA,control,NA,NA,NA,NA,0,NA,NA,NA
2946,1,64,1,1,NA,2,NA,1,targeting,single_best,single_best,cov_profile_1,NA,NA,1,1,5,video
2946,1,64,1,1,NA,2,NA,1,targeting,single_best,single_best,cov_profile_1,NA,NA,0,NA,3,video
2946,1,64,1,1,NA,2,NA,1,targeting,single_best,single_best,cov_profile_1,NA,NA,0,NA,7,video
2947,2,24,1,1,NA,1,1,NA,naive,control,single_best,NA,NA,NA,0,0,5,control
2947,2,24,1,1,NA,1,1,NA,naive,control,single_best,NA,NA,NA,0,NA,1,control
2947,2,24,1,1,NA,1,1,NA,naive,control,single_best,NA,NA,NA,0,NA,5,control
2948,2,18,3,NA,NA,3,NA,NA,single_best,control,single_best,NA,NA,NA,0,0,4,control
2948,2,18,3,NA,NA,3,NA,NA,single_best,control,single_best,NA,NA,NA,0,NA,3,control
2948,2,18,3,NA,NA,3,NA,NA,single_best,control,single_best,NA,NA,NA,0,NA,5,control
2949,2,25,3,NA,NA,2,NA,2,single_best,control,targeting,NA,NA,cov_profile_3,0,0,5,control
2949,2,25,3,NA,NA,2,NA,2,single_best,control,targeting,NA,NA,cov_profile_3,1,NA,5,control
2949,2,25,3,NA,NA,2,NA,2,single_best,control,targeting,NA,NA,cov_profile_3,0,NA,5,control
2950,1,47,4,NA,NA,4,NA,NA,naive,single_best,control,NA,NA,NA,0,1,1,video
2950,1,47,4,NA,NA,4,NA,NA,naive,single_best,control,NA,NA,NA,0,NA,7,video
2950,1,47,4,NA,NA,4,NA,NA,naive,single_best,control,NA,NA,NA,0,NA,2,video
2951,1,45,2,NA,1,2,NA,1,targeting,single_best,single_best,cov_profile_2,NA,NA,1,0,3,control
2951,1,45,2,NA,1,2,NA,1,targeting,single_best,single_best,cov_profile_2,NA,NA,0,NA,7,control
2951,1,45,2,NA,1,2,NA,1,targeting,single_best,single_best,cov_profile_2,NA,NA,0,NA,3,control
2952,1,62,2,NA,2,2,NA,2,targeting,targeting,single_best,cov_profile_3,cov_profile_2,NA,1,1,5,video
2952,1,62,2,NA,2,2,NA,2,targeting,targeting,single_best,cov_profile_3,cov_profile_2,NA,0,NA,4,video
2952,1,62,2,NA,2,2,NA,2,targeting,targeting,single_best,cov_profile_3,cov_profile_2,NA,1,NA,4,video
2953,1,51,2,NA,1,2,NA,1,targeting,targeting,naive,cov_profile_2,cov_profile_1,NA,1,1,4,video
2953,1,51,2,NA,1,2,NA,1,targeting,targeting,naive,cov_profile_2,cov_profile_1,NA,0,NA,4,video
2953,1,51,2,NA,1,2,NA,1,targeting,targeting,naive,cov_profile_2,cov_profile_1,NA,1,NA,6,video
2954,2,62,2,NA,1,2,NA,1,single_best,naive,targeting,NA,NA,cov_profile_3,0,0,2,control
2954,2,62,2,NA,1,2,NA,1,single_best,naive,targeting,NA,NA,cov_profile_3,1,NA,7,control
2954,2,62,2,NA,1,2,NA,1,single_best,naive,targeting,NA,NA,cov_profile_3,0,NA,1,control
2955,1,53,2,NA,1,2,NA,1,single_best,single_best,targeting,NA,NA,cov_profile_1,0,0,4,control
2955,1,53,2,NA,1,2,NA,1,single_best,single_best,targeting,NA,NA,cov_profile_1,1,NA,7,control
2955,1,53,2,NA,1,2,NA,1,single_best,single_best,targeting,NA,NA,cov_profile_1,0,NA,4,control
2956,1,60,2,NA,1,2,NA,2,targeting,targeting,targeting,cov_profile_2,cov_profile_2,cov_profile_1,1,0,3,control
2956,1,60,2,NA,1,2,NA,2,targeting,targeting,targeting,cov_profile_2,cov_profile_2,cov_profile_1,1,NA,4,control
2956,1,60,2,NA,1,2,NA,2,targeting,targeting,targeting,cov_profile_2,cov_profile_2,cov_profile_1,1,NA,6,control
2957,1,53,1,2,NA,1,1,NA,single_best,naive,control,NA,NA,NA,0,0,3,control
2957,1,53,1,2,NA,1,1,NA,single_best,naive,control,NA,NA,NA,0,NA,4,control
2957,1,53,1,2,NA,1,1,NA,single_best,naive,control,NA,NA,NA,0,NA,6,control
2958,1,24,3,NA,NA,1,1,NA,single_best,naive,control,NA,NA,NA,0,0,5,control
2958,1,24,3,NA,NA,1,1,NA,single_best,naive,control,NA,NA,NA,0,NA,2,control
2958,1,24,3,NA,NA,1,1,NA,single_best,naive,control,NA,NA,NA,0,NA,6,control
2959,2,19,4,NA,NA,4,NA,NA,NA,NA,naive,NA,NA,NA,NA,NA,NA,NA
2959,2,19,4,NA,NA,4,NA,NA,NA,NA,naive,NA,NA,NA,0,NA,NA,NA
2959,2,19,4,NA,NA,4,NA,NA,NA,NA,naive,NA,NA,NA,NA,NA,NA,NA
2960,2,57,1,1,NA,1,1,NA,single_best,single_best,single_best,NA,NA,NA,0,0,5,control
2960,2,57,1,1,NA,1,1,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,2,control
2960,2,57,1,1,NA,1,1,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,7,control
2961,1,23,3,NA,NA,3,NA,NA,targeting,naive,naive,cov_profile_3,NA,NA,1,1,3,video
2961,1,23,3,NA,NA,3,NA,NA,targeting,naive,naive,cov_profile_3,NA,NA,0,NA,4,video
2961,1,23,3,NA,NA,3,NA,NA,targeting,naive,naive,cov_profile_3,NA,NA,0,NA,4,video
2962,2,53,1,1,NA,1,1,NA,targeting,single_best,targeting,cov_profile_1,NA,cov_profile_3,1,1,5,video
2962,2,53,1,1,NA,1,1,NA,targeting,single_best,targeting,cov_profile_1,NA,cov_profile_3,1,NA,4,video
2962,2,53,1,1,NA,1,1,NA,targeting,single_best,targeting,cov_profile_1,NA,cov_profile_3,0,NA,7,video
2963,2,47,4,NA,NA,3,NA,NA,targeting,targeting,single_best,cov_profile_2,cov_profile_2,NA,1,1,1,video
2963,2,47,4,NA,NA,3,NA,NA,targeting,targeting,single_best,cov_profile_2,cov_profile_2,NA,0,NA,1,video
2963,2,47,4,NA,NA,3,NA,NA,targeting,targeting,single_best,cov_profile_2,cov_profile_2,NA,1,NA,NA,video
2964,1,25,4,NA,NA,4,NA,NA,targeting,targeting,single_best,cov_profile_3,cov_profile_3,NA,1,0,4,control
2964,1,25,4,NA,NA,4,NA,NA,targeting,targeting,single_best,cov_profile_3,cov_profile_3,NA,0,NA,1,control
2964,1,25,4,NA,NA,4,NA,NA,targeting,targeting,single_best,cov_profile_3,cov_profile_3,NA,1,NA,7,control
2965,2,21,1,1,NA,1,1,NA,targeting,single_best,naive,cov_profile_1,NA,NA,1,1,5,video
2965,2,21,1,1,NA,1,1,NA,targeting,single_best,naive,cov_profile_1,NA,NA,0,NA,3,video
2965,2,21,1,1,NA,1,1,NA,targeting,single_best,naive,cov_profile_1,NA,NA,0,NA,7,video
2966,1,23,1,1,NA,2,NA,1,single_best,control,single_best,NA,NA,NA,0,1,2,video
2966,1,23,1,1,NA,2,NA,1,single_best,control,single_best,NA,NA,NA,0,NA,3,video
2966,1,23,1,1,NA,2,NA,1,single_best,control,single_best,NA,NA,NA,0,NA,7,video
2967,1,21,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2967,1,21,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2967,1,21,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2968,2,38,3,NA,NA,4,NA,NA,naive,naive,single_best,NA,NA,NA,0,1,3,video
2968,2,38,3,NA,NA,4,NA,NA,naive,naive,single_best,NA,NA,NA,0,NA,4,video
2968,2,38,3,NA,NA,4,NA,NA,naive,naive,single_best,NA,NA,NA,0,NA,4,video
2969,2,46,3,NA,NA,3,NA,NA,targeting,targeting,targeting,cov_profile_2,cov_profile_1,cov_profile_1,1,0,5,control
2969,2,46,3,NA,NA,3,NA,NA,targeting,targeting,targeting,cov_profile_2,cov_profile_1,cov_profile_1,1,NA,7,control
2969,2,46,3,NA,NA,3,NA,NA,targeting,targeting,targeting,cov_profile_2,cov_profile_1,cov_profile_1,1,NA,7,control
2970,1,22,1,2,NA,1,1,NA,naive,targeting,single_best,NA,cov_profile_2,NA,0,1,4,video
2970,1,22,1,2,NA,1,1,NA,naive,targeting,single_best,NA,cov_profile_2,NA,0,NA,6,video
2970,1,22,1,2,NA,1,1,NA,naive,targeting,single_best,NA,cov_profile_2,NA,1,NA,3,video
2971,1,19,4,NA,NA,2,NA,2,targeting,control,naive,cov_profile_3,NA,NA,1,1,4,video
2971,1,19,4,NA,NA,2,NA,2,targeting,control,naive,cov_profile_3,NA,NA,0,NA,3,video
2971,1,19,4,NA,NA,2,NA,2,targeting,control,naive,cov_profile_3,NA,NA,0,NA,5,video
2972,2,27,3,NA,NA,3,NA,NA,naive,targeting,single_best,NA,cov_profile_2,NA,0,1,5,video
2972,2,27,3,NA,NA,3,NA,NA,naive,targeting,single_best,NA,cov_profile_2,NA,0,NA,1,video
2972,2,27,3,NA,NA,3,NA,NA,naive,targeting,single_best,NA,cov_profile_2,NA,1,NA,6,video
2973,2,19,1,1,NA,1,1,NA,naive,single_best,naive,NA,NA,NA,0,0,4,control
2973,2,19,1,1,NA,1,1,NA,naive,single_best,naive,NA,NA,NA,0,NA,3,control
2973,2,19,1,1,NA,1,1,NA,naive,single_best,naive,NA,NA,NA,0,NA,6,control
2974,1,22,1,1,NA,3,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,0,3,control
2974,1,22,1,1,NA,3,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,3,control
2974,1,22,1,1,NA,3,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,3,control
2975,1,19,2,NA,1,2,NA,1,single_best,single_best,control,NA,NA,NA,0,1,5,video
2975,1,19,2,NA,1,2,NA,1,single_best,single_best,control,NA,NA,NA,0,NA,6,video
2975,1,19,2,NA,1,2,NA,1,single_best,single_best,control,NA,NA,NA,0,NA,6,video
2976,2,36,3,NA,NA,4,NA,NA,single_best,targeting,naive,NA,cov_profile_1,NA,0,1,2,video
2976,2,36,3,NA,NA,4,NA,NA,single_best,targeting,naive,NA,cov_profile_1,NA,0,NA,7,video
2976,2,36,3,NA,NA,4,NA,NA,single_best,targeting,naive,NA,cov_profile_1,NA,1,NA,4,video
2977,1,20,1,1,NA,1,1,NA,targeting,targeting,naive,cov_profile_1,cov_profile_3,NA,1,1,4,video
2977,1,20,1,1,NA,1,1,NA,targeting,targeting,naive,cov_profile_1,cov_profile_3,NA,0,NA,7,video
2977,1,20,1,1,NA,1,1,NA,targeting,targeting,naive,cov_profile_1,cov_profile_3,NA,1,NA,1,video
2978,2,23,3,NA,NA,4,NA,NA,targeting,control,naive,cov_profile_1,NA,NA,1,0,5,control
2978,2,23,3,NA,NA,4,NA,NA,targeting,control,naive,cov_profile_1,NA,NA,0,NA,7,control
2978,2,23,3,NA,NA,4,NA,NA,targeting,control,naive,cov_profile_1,NA,NA,0,NA,7,control
2979,1,21,1,1,NA,1,1,NA,naive,single_best,control,NA,NA,NA,0,1,4,video
2979,1,21,1,1,NA,1,1,NA,naive,single_best,control,NA,NA,NA,0,NA,3,video
2979,1,21,1,1,NA,1,1,NA,naive,single_best,control,NA,NA,NA,0,NA,6,video
2980,1,26,3,NA,NA,2,NA,1,naive,control,targeting,NA,NA,cov_profile_1,0,1,4,video
2980,1,26,3,NA,NA,2,NA,1,naive,control,targeting,NA,NA,cov_profile_1,1,NA,4,video
2980,1,26,3,NA,NA,2,NA,1,naive,control,targeting,NA,NA,cov_profile_1,0,NA,4,video
2981,2,40,4,NA,NA,1,1,NA,targeting,single_best,naive,cov_profile_1,NA,NA,1,0,5,control
2981,2,40,4,NA,NA,1,1,NA,targeting,single_best,naive,cov_profile_1,NA,NA,0,NA,7,control
2981,2,40,4,NA,NA,1,1,NA,targeting,single_best,naive,cov_profile_1,NA,NA,0,NA,2,control
2982,1,22,2,NA,2,2,NA,1,NA,NA,naive,NA,NA,NA,NA,NA,NA,NA
2982,1,22,2,NA,2,2,NA,1,NA,NA,naive,NA,NA,NA,0,NA,NA,NA
2982,1,22,2,NA,2,2,NA,1,NA,NA,naive,NA,NA,NA,NA,NA,NA,NA
2983,1,36,2,NA,1,2,NA,1,naive,control,targeting,NA,NA,cov_profile_1,0,0,4,control
2983,1,36,2,NA,1,2,NA,1,naive,control,targeting,NA,NA,cov_profile_1,1,NA,5,control
2983,1,36,2,NA,1,2,NA,1,naive,control,targeting,NA,NA,cov_profile_1,0,NA,5,control
2984,1,77,2,NA,1,3,NA,NA,naive,single_best,control,NA,NA,NA,0,0,4,control
2984,1,77,2,NA,1,3,NA,NA,naive,single_best,control,NA,NA,NA,0,NA,7,control
2984,1,77,2,NA,1,3,NA,NA,naive,single_best,control,NA,NA,NA,0,NA,3,control
2985,2,43,1,1,NA,1,1,NA,single_best,single_best,naive,NA,NA,NA,0,1,5,video
2985,2,43,1,1,NA,1,1,NA,single_best,single_best,naive,NA,NA,NA,0,NA,1,video
2985,2,43,1,1,NA,1,1,NA,single_best,single_best,naive,NA,NA,NA,0,NA,1,video
2986,1,18,3,NA,NA,3,NA,NA,naive,targeting,targeting,NA,cov_profile_2,cov_profile_2,0,0,5,control
2986,1,18,3,NA,NA,3,NA,NA,naive,targeting,targeting,NA,cov_profile_2,cov_profile_2,1,NA,7,control
2986,1,18,3,NA,NA,3,NA,NA,naive,targeting,targeting,NA,cov_profile_2,cov_profile_2,1,NA,7,control
2987,2,32,2,NA,2,4,NA,NA,single_best,single_best,naive,NA,NA,NA,0,1,5,video
2987,2,32,2,NA,2,4,NA,NA,single_best,single_best,naive,NA,NA,NA,0,NA,6,video
2987,2,32,2,NA,2,4,NA,NA,single_best,single_best,naive,NA,NA,NA,0,NA,7,video
2988,2,40,2,NA,1,2,NA,2,targeting,control,naive,cov_profile_1,NA,NA,1,1,4,video
2988,2,40,2,NA,1,2,NA,2,targeting,control,naive,cov_profile_1,NA,NA,0,NA,7,video
2988,2,40,2,NA,1,2,NA,2,targeting,control,naive,cov_profile_1,NA,NA,0,NA,2,video
2989,2,55,1,1,NA,3,NA,NA,targeting,naive,control,cov_profile_1,NA,NA,1,1,3,video
2989,2,55,1,1,NA,3,NA,NA,targeting,naive,control,cov_profile_1,NA,NA,0,NA,3,video
2989,2,55,1,1,NA,3,NA,NA,targeting,naive,control,cov_profile_1,NA,NA,0,NA,5,video
2990,2,47,3,NA,NA,3,NA,NA,targeting,single_best,targeting,cov_profile_1,NA,cov_profile_3,1,0,1,control
2990,2,47,3,NA,NA,3,NA,NA,targeting,single_best,targeting,cov_profile_1,NA,cov_profile_3,1,NA,1,control
2990,2,47,3,NA,NA,3,NA,NA,targeting,single_best,targeting,cov_profile_1,NA,cov_profile_3,0,NA,7,control
2991,2,23,2,NA,2,2,NA,1,single_best,control,single_best,NA,NA,NA,0,1,4,video
2991,2,23,2,NA,2,2,NA,1,single_best,control,single_best,NA,NA,NA,0,NA,4,video
2991,2,23,2,NA,2,2,NA,1,single_best,control,single_best,NA,NA,NA,0,NA,3,video
2992,2,52,1,1,NA,2,NA,1,targeting,naive,control,cov_profile_3,NA,NA,1,0,5,control
2992,2,52,1,1,NA,2,NA,1,targeting,naive,control,cov_profile_3,NA,NA,0,NA,1,control
2992,2,52,1,1,NA,2,NA,1,targeting,naive,control,cov_profile_3,NA,NA,0,NA,7,control
2993,1,23,3,NA,NA,3,NA,NA,targeting,targeting,control,cov_profile_1,cov_profile_1,NA,1,1,5,video
2993,1,23,3,NA,NA,3,NA,NA,targeting,targeting,control,cov_profile_1,cov_profile_1,NA,0,NA,1,video
2993,1,23,3,NA,NA,3,NA,NA,targeting,targeting,control,cov_profile_1,cov_profile_1,NA,1,NA,7,video
2994,1,22,2,NA,2,3,NA,NA,naive,naive,control,NA,NA,NA,0,1,3,video
2994,1,22,2,NA,2,3,NA,NA,naive,naive,control,NA,NA,NA,0,NA,NA,video
2994,1,22,2,NA,2,3,NA,NA,naive,naive,control,NA,NA,NA,0,NA,4,video
2995,2,56,1,2,NA,3,NA,NA,targeting,targeting,control,cov_profile_2,cov_profile_1,NA,1,1,5,video
2995,2,56,1,2,NA,3,NA,NA,targeting,targeting,control,cov_profile_2,cov_profile_1,NA,0,NA,1,video
2995,2,56,1,2,NA,3,NA,NA,targeting,targeting,control,cov_profile_2,cov_profile_1,NA,1,NA,7,video
2996,1,27,3,NA,NA,1,1,NA,targeting,single_best,targeting,cov_profile_3,NA,cov_profile_1,1,0,2,control
2996,1,27,3,NA,NA,1,1,NA,targeting,single_best,targeting,cov_profile_3,NA,cov_profile_1,1,NA,1,control
2996,1,27,3,NA,NA,1,1,NA,targeting,single_best,targeting,cov_profile_3,NA,cov_profile_1,0,NA,5,control
2997,1,23,1,1,NA,1,1,NA,naive,single_best,single_best,NA,NA,NA,0,0,5,control
2997,1,23,1,1,NA,1,1,NA,naive,single_best,single_best,NA,NA,NA,0,NA,1,control
2997,1,23,1,1,NA,1,1,NA,naive,single_best,single_best,NA,NA,NA,0,NA,7,control
2998,1,19,2,NA,1,2,NA,1,single_best,control,control,NA,NA,NA,0,0,3,control
2998,1,19,2,NA,1,2,NA,1,single_best,control,control,NA,NA,NA,0,NA,3,control
2998,1,19,2,NA,1,2,NA,1,single_best,control,control,NA,NA,NA,0,NA,4,control
2999,1,24,1,1,NA,2,NA,1,targeting,control,single_best,cov_profile_3,NA,NA,1,0,4,control
2999,1,24,1,1,NA,2,NA,1,targeting,control,single_best,cov_profile_3,NA,NA,0,NA,3,control
2999,1,24,1,1,NA,2,NA,1,targeting,control,single_best,cov_profile_3,NA,NA,0,NA,5,control
3000,1,20,3,NA,NA,2,NA,2,naive,single_best,control,NA,NA,NA,0,0,1,control
3000,1,20,3,NA,NA,2,NA,2,naive,single_best,control,NA,NA,NA,0,NA,7,control
3000,1,20,3,NA,NA,2,NA,2,naive,single_best,control,NA,NA,NA,0,NA,5,control
3001,1,18,1,2,NA,4,NA,NA,targeting,control,control,cov_profile_1,NA,NA,1,0,5,control
3001,1,18,1,2,NA,4,NA,NA,targeting,control,control,cov_profile_1,NA,NA,0,NA,1,control
3001,1,18,1,2,NA,4,NA,NA,targeting,control,control,cov_profile_1,NA,NA,0,NA,7,control
3002,1,20,1,1,NA,1,2,NA,naive,single_best,single_best,NA,NA,NA,0,0,4,control
3002,1,20,1,1,NA,1,2,NA,naive,single_best,single_best,NA,NA,NA,0,NA,1,control
3002,1,20,1,1,NA,1,2,NA,naive,single_best,single_best,NA,NA,NA,0,NA,7,control
3003,2,56,1,2,NA,3,NA,NA,NA,control,NA,NA,NA,NA,NA,NA,NA,NA
3003,2,56,1,2,NA,3,NA,NA,NA,control,NA,NA,NA,NA,NA,NA,NA,NA
3003,2,56,1,2,NA,3,NA,NA,NA,control,NA,NA,NA,NA,0,NA,NA,NA
3004,1,22,4,NA,NA,4,NA,NA,targeting,naive,control,cov_profile_2,NA,NA,1,0,3,control
3004,1,22,4,NA,NA,4,NA,NA,targeting,naive,control,cov_profile_2,NA,NA,0,NA,4,control
3004,1,22,4,NA,NA,4,NA,NA,targeting,naive,control,cov_profile_2,NA,NA,0,NA,5,control
3005,1,21,1,2,NA,2,NA,2,single_best,targeting,naive,NA,cov_profile_1,NA,0,0,3,control
3005,1,21,1,2,NA,2,NA,2,single_best,targeting,naive,NA,cov_profile_1,NA,0,NA,3,control
3005,1,21,1,2,NA,2,NA,2,single_best,targeting,naive,NA,cov_profile_1,NA,1,NA,5,control
3006,2,20,1,1,NA,4,NA,NA,single_best,control,control,NA,NA,NA,0,0,3,control
3006,2,20,1,1,NA,4,NA,NA,single_best,control,control,NA,NA,NA,0,NA,1,control
3006,2,20,1,1,NA,4,NA,NA,single_best,control,control,NA,NA,NA,0,NA,7,control
3007,2,49,1,2,NA,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,1,1,5,video
3007,2,49,1,2,NA,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,0,NA,1,video
3007,2,49,1,2,NA,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,0,NA,6,video
3008,1,21,2,NA,1,1,1,NA,naive,naive,single_best,NA,NA,NA,0,0,3,control
3008,1,21,2,NA,1,1,1,NA,naive,naive,single_best,NA,NA,NA,0,NA,3,control
3008,1,21,2,NA,1,1,1,NA,naive,naive,single_best,NA,NA,NA,0,NA,6,control
3009,1,24,2,NA,1,2,NA,2,targeting,targeting,control,cov_profile_3,cov_profile_1,NA,1,0,3,control
3009,1,24,2,NA,1,2,NA,2,targeting,targeting,control,cov_profile_3,cov_profile_1,NA,0,NA,3,control
3009,1,24,2,NA,1,2,NA,2,targeting,targeting,control,cov_profile_3,cov_profile_1,NA,1,NA,6,control
3010,1,23,3,NA,NA,4,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_1,NA,1,1,4,video
3010,1,23,3,NA,NA,4,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_1,NA,0,NA,1,video
3010,1,23,3,NA,NA,4,NA,NA,targeting,targeting,naive,cov_profile_3,cov_profile_1,NA,1,NA,3,video
3011,1,18,1,1,NA,1,1,NA,targeting,targeting,single_best,cov_profile_2,cov_profile_1,NA,1,0,5,control
3011,1,18,1,1,NA,1,1,NA,targeting,targeting,single_best,cov_profile_2,cov_profile_1,NA,0,NA,3,control
3011,1,18,1,1,NA,1,1,NA,targeting,targeting,single_best,cov_profile_2,cov_profile_1,NA,1,NA,7,control
3012,2,39,3,NA,NA,2,NA,2,single_best,targeting,single_best,NA,cov_profile_2,NA,0,0,3,control
3012,2,39,3,NA,NA,2,NA,2,single_best,targeting,single_best,NA,cov_profile_2,NA,0,NA,3,control
3012,2,39,3,NA,NA,2,NA,2,single_best,targeting,single_best,NA,cov_profile_2,NA,1,NA,4,control
3013,1,18,1,2,NA,4,NA,NA,single_best,single_best,control,NA,NA,NA,0,0,3,control
3013,1,18,1,2,NA,4,NA,NA,single_best,single_best,control,NA,NA,NA,0,NA,4,control
3013,1,18,1,2,NA,4,NA,NA,single_best,single_best,control,NA,NA,NA,0,NA,5,control
3014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3015,1,21,1,1,NA,2,NA,1,targeting,single_best,targeting,cov_profile_1,NA,cov_profile_1,1,0,4,control
3015,1,21,1,1,NA,2,NA,1,targeting,single_best,targeting,cov_profile_1,NA,cov_profile_1,1,NA,3,control
3015,1,21,1,1,NA,2,NA,1,targeting,single_best,targeting,cov_profile_1,NA,cov_profile_1,0,NA,7,control
3016,1,33,3,NA,NA,1,2,NA,naive,targeting,naive,NA,cov_profile_3,NA,0,0,3,control
3016,1,33,3,NA,NA,1,2,NA,naive,targeting,naive,NA,cov_profile_3,NA,0,NA,1,control
3016,1,33,3,NA,NA,1,2,NA,naive,targeting,naive,NA,cov_profile_3,NA,1,NA,5,control
3017,1,22,2,NA,1,1,1,NA,single_best,control,single_best,NA,NA,NA,0,0,5,control
3017,1,22,2,NA,1,1,1,NA,single_best,control,single_best,NA,NA,NA,0,NA,3,control
3017,1,22,2,NA,1,1,1,NA,single_best,control,single_best,NA,NA,NA,0,NA,5,control
3018,2,43,1,1,NA,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,1,0,3,control
3018,2,43,1,1,NA,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,0,NA,4,control
3018,2,43,1,1,NA,3,NA,NA,targeting,control,control,cov_profile_2,NA,NA,0,NA,4,control
3019,1,22,1,2,NA,1,2,NA,single_best,targeting,single_best,NA,cov_profile_1,NA,0,1,3,video
3019,1,22,1,2,NA,1,2,NA,single_best,targeting,single_best,NA,cov_profile_1,NA,0,NA,4,video
3019,1,22,1,2,NA,1,2,NA,single_best,targeting,single_best,NA,cov_profile_1,NA,1,NA,5,video
3020,2,22,3,NA,NA,3,NA,NA,single_best,naive,single_best,NA,NA,NA,0,1,5,video
3020,2,22,3,NA,NA,3,NA,NA,single_best,naive,single_best,NA,NA,NA,0,NA,6,video
3020,2,22,3,NA,NA,3,NA,NA,single_best,naive,single_best,NA,NA,NA,0,NA,7,video
3021,2,47,4,NA,NA,4,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,0,2,control
3021,2,47,4,NA,NA,4,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,1,control
3021,2,47,4,NA,NA,4,NA,NA,single_best,single_best,single_best,NA,NA,NA,0,NA,1,control
3022,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
